set STUDENTS := 1..200;
set ROOMS := 1..100;

param roomRanking := 
   47 46 3
   47 47 80
   47 48 24
   47 49 14
   47 50 55
   47 51 35
   47 52 18
   47 53 21
   47 54 13
   47 55 78
   47 56 43
   47 57 39
   47 58 84
   47 59 87
   47 60 15
   47 61 81
   47 62 63
   47 63 35
   47 64 68
   47 65 47
   47 66 74
   47 67 9
   47 68 51
   47 69 29
   47 70 35
   47 71 11
   47 72 14
   47 73 68
   47 74 53
   47 75 91
   47 76 82
   47 77 71
   47 78 10
   47 79 62
   47 80 23
   47 81 35
   47 82 3
   47 83 72
   47 84 84
   47 85 95
   47 86 52
   47 87 33
   47 88 59
   47 89 58
   47 90 57
   47 91 43
   47 92 95
   47 93 96
   47 94 67
   47 95 28
   47 96 81
   47 97 66
   47 98 2
   47 99 57
   47 100 83
   48 1 19
   48 2 34
   48 3 49
   48 4 75
   48 5 65
   48 6 98
   48 7 59
   48 8 30
   48 9 78
   48 10 52
   48 11 85
   48 12 65
   48 13 69
   48 14 52
   48 15 85
   48 16 92
   48 17 33
   48 18 93
   48 19 20
   48 20 36
   48 21 47
   48 22 57
   48 23 15
   48 24 44
   48 25 77
   48 26 43
   48 27 83
   48 28 60
   48 29 64
   48 30 90
   48 31 37
   48 32 24
   48 33 63
   48 34 65
   48 35 22
   48 36 72
   48 37 88
   48 38 5
   48 39 34
   48 40 53
   48 41 75
   48 42 75
   48 43 37
   48 44 21
   48 45 87
   48 46 83
   48 47 70
   48 48 15
   48 49 6
   48 50 97
   48 51 27
   48 52 37
   48 53 52
   48 54 3
   48 55 72
   48 56 90
   48 57 66
   48 58 24
   48 59 63
   48 60 17
   48 61 76
   48 62 73
   48 63 91
   48 64 2
   48 65 94
   48 66 57
   48 67 19
   48 68 28
   48 69 27
   48 70 3
   48 71 34
   48 72 58
   48 73 44
   48 74 20
   48 75 38
   48 76 28
   48 77 93
   48 78 22
   48 79 45
   48 80 34
   48 81 16
   48 82 25
   48 83 77
   48 84 90
   48 85 29
   48 86 52
   48 87 17
   48 88 31
   48 89 39
   48 90 3
   48 91 74
   48 92 16
   48 93 15
   48 94 62
   48 95 24
   48 96 44
   48 97 39
   48 98 87
   48 99 86
   48 100 74
   49 1 26
   49 2 91
   49 3 29
   49 4 72
   49 5 65
   49 6 27
   49 7 54
   49 8 57
   49 9 62
   49 10 17
   49 11 70
   49 12 78
   49 13 47
   49 14 93
   49 15 78
   49 16 93
   49 17 61
   49 18 99
   49 19 28
   49 20 44
   49 21 13
   49 22 30
   49 23 92
   49 24 96
   49 25 70
   49 26 44
   49 27 2
   49 28 86
   49 29 42
   49 30 70
   49 31 19
   49 32 36
   49 33 12
   49 34 37
   49 35 55
   49 36 23
   49 37 49
   49 38 11
   49 39 64
   49 40 81
   49 41 76
   49 42 61
   49 43 15
   49 44 88
   49 45 41
   49 46 96
   49 47 62
   49 48 1
   49 49 66
   49 50 25
   49 51 14
   49 52 31
   49 53 27
   49 54 64
   49 55 50
   49 56 68
   49 57 63
   49 58 60
   49 59 23
   49 60 87
   49 61 82
   49 62 94
   49 63 19
   49 64 66
   49 65 53
   49 66 40
   49 67 91
   49 68 86
   49 69 85
   49 70 95
   49 71 68
   49 72 70
   49 73 100
   49 74 95
   49 75 7
   49 76 57
   49 77 60
   49 78 24
   49 79 53
   49 80 84
   49 81 5
   49 82 33
   49 83 57
   49 84 95
   49 85 89
   49 86 81
   49 87 71
   49 88 73
   49 89 60
   49 90 55
   49 91 100
   49 92 86
   49 93 27
   49 94 6
   49 95 65
   49 96 97
   49 97 97
   49 98 36
   49 99 31
   49 100 18
   50 1 68
   50 2 43
   50 3 1
   50 4 63
   50 5 35
   50 6 30
   50 7 77
   50 8 8
   50 9 7
   50 10 88
   50 11 1
   50 12 49
   50 13 42
   50 14 61
   50 15 14
   50 16 82
   50 17 1
   50 18 83
   50 19 4
   50 20 93
   50 21 97
   50 22 88
   50 23 25
   50 24 98
   50 25 13
   50 26 74
   50 27 42
   50 28 88
   50 29 34
   50 30 83
   50 31 69
   50 32 55
   50 33 78
   50 34 65
   50 35 83
   50 36 81
   50 37 13
   50 38 13
   50 39 99
   50 40 67
   50 41 7
   50 42 11
   50 43 87
   50 44 9
   50 45 26
   50 46 36
   50 47 15
   50 48 39
   50 49 48
   50 50 10
   50 51 36
   50 52 31
   50 53 4
   50 54 77
   50 55 54
   50 56 56
   50 57 62
   50 58 82
   50 59 38
   50 60 5
   50 61 12
   50 62 7
   50 63 54
   50 64 99
   50 65 72
   50 66 72
   50 67 4
   50 68 95
   50 69 53
   50 70 82
   50 71 29
   50 72 51
   50 73 85
   50 74 8
   50 75 82
   50 76 70
   50 77 78
   50 78 48
   50 79 19
   50 80 4
   50 81 14
   50 82 12
   50 83 59
   50 84 53
   50 85 89
   50 86 75
   50 87 20
   50 88 7
   50 89 45
   50 90 14
   50 91 47
   50 92 36
   50 93 71
   50 94 99
   50 95 70
   50 96 97
   50 97 52
   50 98 51
   50 99 20
   50 100 71
   51 1 12
   51 2 63
   51 3 86
   51 4 40
   51 5 17
   51 6 69
   51 7 86
   51 8 62
   51 9 50
   51 10 43
   51 11 65
   51 12 11
   51 13 17
   51 14 35
   51 15 23
   51 16 68
   51 17 59
   51 18 63
   51 19 43
   51 20 40
   51 21 47
   51 22 5
   51 23 32
   51 24 58
   51 25 84
   51 26 61
   51 27 45
   51 28 91
   51 29 32
   51 30 4
   51 31 45
   51 32 100
   51 33 85
   51 34 55
   51 35 72
   51 36 76
   51 37 8
   51 38 77
   51 39 75
   51 40 23
   51 41 49
   51 42 94
   51 43 7
   51 44 81
   51 45 15
   51 46 74
   51 47 98
   51 48 6
   51 49 61
   51 50 88
   51 51 47
   51 52 85
   51 53 19
   51 54 95
   51 55 42
   51 56 79
   51 57 43
   51 58 90
   51 59 10
   51 60 45
   51 61 100
   51 62 35
   51 63 66
   51 64 66
   51 65 17
   51 66 62
   51 67 53
   51 68 39
   51 69 43
   51 70 52
   51 71 41
   51 72 9
   51 73 2
   51 74 41
   51 75 10
   51 76 23
   51 77 83
   51 78 88
   51 79 40
   51 80 57
   51 81 73
   51 82 26
   51 83 36
   51 84 55
   51 85 36
   51 86 39
   51 87 88
   51 88 97
   51 89 18
   51 90 70
   51 91 42
   51 92 99
   51 93 86
   51 94 90
   51 95 36
   51 96 8
   51 97 50
   51 98 81
   51 99 24
   51 100 2
   52 1 73
   52 2 39
   52 3 53
   52 4 13
   52 5 26
   52 6 53
   52 7 62
   52 8 18
   52 9 68
   52 10 58
   52 11 31
   52 12 54
   52 13 41
   52 14 5
   52 15 84
   52 16 16
   52 17 59
   52 18 48
   52 19 44
   52 20 34
   52 21 95
   52 22 74
   52 23 47
   52 24 16
   52 25 100
   52 26 58
   52 27 57
   52 28 16
   52 29 42
   52 30 89
   52 31 41
   52 32 61
   52 33 57
   52 34 2
   52 35 83
   52 36 42
   52 37 70
   52 38 59
   52 39 83
   52 40 29
   52 41 69
   52 42 90
   52 43 81
   52 44 28
   52 45 85
   52 46 4
   52 47 59
   52 48 37
   52 49 75
   52 50 34
   52 51 14
   52 52 20
   52 53 12
   52 54 97
   52 55 100
   52 56 32
   52 57 75
   52 58 50
   52 59 62
   52 60 76
   52 61 17
   52 62 1
   52 63 23
   52 64 29
   52 65 20
   52 66 10
   52 67 61
   52 68 60
   52 69 17
   52 70 77
   52 71 62
   52 72 32
   52 73 63
   52 74 51
   52 75 36
   52 76 38
   52 77 87
   52 78 34
   52 79 81
   52 80 68
   52 81 43
   52 82 69
   52 83 50
   52 84 100
   52 85 20
   52 86 79
   52 87 95
   52 88 24
   52 89 82
   52 90 46
   52 91 24
   52 92 15
   52 93 44
   52 94 46
   52 95 81
   52 96 86
   52 97 71
   52 98 67
   52 99 64
   52 100 91
   53 1 79
   53 2 68
   53 3 75
   53 4 55
   53 5 17
   53 6 7
   53 7 79
   53 8 43
   53 9 87
   53 10 56
   53 11 74
   53 12 61
   53 13 41
   53 14 77
   53 15 7
   53 16 88
   53 17 27
   53 18 94
   53 19 88
   53 20 72
   53 21 37
   53 22 52
   53 23 22
   53 24 37
   53 25 72
   53 26 8
   53 27 84
   53 28 41
   53 29 90
   53 30 35
   53 31 32
   53 32 80
   53 33 80
   53 34 42
   53 35 31
   53 36 70
   53 37 97
   53 38 100
   53 39 95
   53 40 24
   53 41 39
   53 42 24
   53 43 37
   53 44 21
   53 45 76
   53 46 19
   53 47 38
   53 48 9
   53 49 61
   53 50 97
   53 51 93
   53 52 77
   53 53 24
   53 54 1
   53 55 33
   53 56 13
   53 57 45
   53 58 21
   53 59 70
   53 60 84
   53 61 54
   53 62 71
   53 63 69
   53 64 58
   53 65 88
   53 66 100
   53 67 3
   53 68 2
   53 69 96
   53 70 58
   53 71 72
   53 72 27
   53 73 66
   53 74 40
   53 75 45
   53 76 32
   53 77 23
   53 78 82
   53 79 66
   53 80 46
   53 81 91
   53 82 61
   53 83 21
   53 84 98
   53 85 63
   53 86 8
   53 87 48
   53 88 86
   53 89 6
   53 90 81
   53 91 16
   53 92 91
   53 93 2
   53 94 84
   53 95 93
   53 96 76
   53 97 36
   53 98 36
   53 99 99
   53 100 18
   54 1 87
   54 2 83
   54 3 21
   54 4 31
   54 5 24
   54 6 53
   54 7 46
   54 8 96
   54 9 12
   54 10 62
   54 11 49
   54 12 84
   54 13 75
   54 14 67
   54 15 85
   54 16 98
   54 17 15
   54 18 42
   54 19 92
   54 20 15
   54 21 72
   54 22 10
   54 23 31
   54 24 89
   54 25 11
   54 26 94
   54 27 13
   54 28 35
   54 29 3
   54 30 19
   54 31 5
   54 32 41
   54 33 40
   54 34 98
   54 35 87
   54 36 91
   54 37 6
   54 38 92
   54 39 66
   54 40 25
   54 41 51
   54 42 21
   54 43 69
   54 44 35
   54 45 70
   54 46 90
   54 47 96
   54 48 17
   54 49 65
   54 50 93
   54 51 53
   54 52 85
   54 53 83
   54 54 38
   54 55 70
   54 56 84
   54 57 95
   54 58 96
   54 59 46
   54 60 46
   54 61 1
   54 62 77
   54 63 20
   54 64 33
   54 65 96
   54 66 9
   54 67 82
   54 68 58
   54 69 80
   54 70 68
   54 71 17
   54 72 25
   54 73 49
   54 74 35
   54 75 90
   54 76 73
   54 77 41
   54 78 71
   54 79 49
   54 80 34
   54 81 15
   54 82 44
   54 83 93
   54 84 90
   54 85 46
   54 86 29
   54 87 83
   54 88 54
   54 89 15
   54 90 21
   54 91 12
   54 92 4
   54 93 63
   54 94 63
   54 95 53
   54 96 12
   54 97 84
   54 98 76
   54 99 74
   54 100 1
   55 1 59
   55 2 86
   55 3 43
   55 4 26
   55 5 11
   55 6 88
   55 7 97
   55 8 30
   55 9 2
   55 10 10
   55 11 100
   55 12 11
   55 13 48
   55 14 9
   55 15 3
   55 16 86
   55 17 55
   55 18 55
   55 19 37
   55 20 38
   55 21 52
   55 22 71
   55 23 30
   55 24 2
   55 25 11
   55 26 74
   55 27 20
   55 28 65
   55 29 61
   55 30 98
   55 31 14
   55 32 15
   55 33 59
   55 34 57
   55 35 58
   55 36 45
   55 37 67
   55 38 81
   55 39 93
   55 40 71
   55 41 54
   55 42 41
   55 43 92
   55 44 79
   55 45 93
   55 46 20
   55 47 65
   55 48 13
   55 49 61
   55 50 68
   55 51 17
   55 52 14
   55 53 16
   55 54 51
   55 55 91
   55 56 27
   55 57 42
   55 58 15
   55 59 75
   55 60 36
   55 61 89
   55 62 100
   55 63 85
   55 64 95
   55 65 43
   55 66 98
   55 67 8
   55 68 97
   55 69 46
   55 70 83
   55 71 96
   55 72 60
   55 73 62
   55 74 89
   55 75 15
   55 76 31
   55 77 33
   55 78 5
   55 79 95
   55 80 12
   55 81 63
   55 82 62
   55 83 23
   55 84 84
   55 85 8
   55 86 6
   55 87 56
   55 88 79
   55 89 76
   55 90 17
   55 91 76
   55 92 70
   55 93 37
   55 94 93
   55 95 40
   55 96 42
   55 97 15
   55 98 79
   55 99 3
   55 100 87
   56 1 81
   56 2 10
   56 3 44
   56 4 69
   56 5 15
   56 6 3
   56 7 29
   56 8 53
   56 9 78
   56 10 27
   56 11 82
   56 12 97
   56 13 65
   56 14 97
   56 15 12
   56 16 66
   56 17 67
   56 18 27
   56 19 1
   56 20 25
   56 21 21
   56 22 44
   56 23 38
   56 24 4
   56 25 89
   56 26 17
   56 27 35
   56 28 93
   56 29 73
   56 30 14
   56 31 38
   56 32 17
   56 33 5
   56 34 3
   56 35 6
   56 36 88
   56 37 11
   56 38 46
   56 39 99
   56 40 15
   56 41 85
   56 42 95
   56 43 88
   56 44 12
   56 45 3
   56 46 56
   56 47 47
   56 48 25
   56 49 75
   56 50 23
   56 51 4
   56 52 30
   56 53 44
   56 54 80
   56 55 61
   56 56 32
   56 57 11
   56 58 36
   56 59 77
   56 60 76
   56 61 29
   56 62 9
   56 63 1
   56 64 78
   56 65 27
   56 66 53
   56 67 27
   56 68 89
   56 69 71
   56 70 84
   56 71 65
   56 72 47
   56 73 98
   56 74 51
   56 75 94
   56 76 19
   56 77 94
   56 78 63
   56 79 18
   56 80 24
   56 81 10
   56 82 40
   56 83 35
   56 84 19
   56 85 90
   56 86 70
   56 87 97
   56 88 1
   56 89 39
   56 90 89
   56 91 71
   56 92 81
   56 93 16
   56 94 33
   56 95 76
   56 96 37
   56 97 33
   56 98 71
   56 99 35
   56 100 33
   57 1 80
   57 2 66
   57 3 22
   57 4 10
   57 5 67
   57 6 14
   57 7 93
   57 8 46
   57 9 67
   57 10 7
   57 11 34
   57 12 40
   57 13 55
   57 14 72
   57 15 86
   57 16 36
   57 17 8
   57 18 85
   57 19 100
   57 20 28
   57 21 42
   57 22 10
   57 23 11
   57 24 93
   57 25 53
   57 26 49
   57 27 90
   57 28 37
   57 29 27
   57 30 41
   57 31 5
   57 32 17
   57 33 59
   57 34 15
   57 35 33
   57 36 5
   57 37 81
   57 38 52
   57 39 17
   57 40 96
   57 41 78
   57 42 28
   57 43 42
   57 44 6
   57 45 59
   57 46 58
   57 47 68
   57 48 74
   57 49 59
   57 50 29
   57 51 58
   57 52 75
   57 53 48
   57 54 69
   57 55 84
   57 56 78
   57 57 60
   57 58 34
   57 59 42
   57 60 36
   57 61 71
   57 62 43
   57 63 26
   57 64 10
   57 65 45
   57 66 43
   57 67 39
   57 68 82
   57 69 64
   57 70 8
   57 71 63
   57 72 69
   57 73 53
   57 74 82
   57 75 84
   57 76 99
   57 77 79
   57 78 21
   57 79 28
   57 80 46
   57 81 2
   57 82 55
   57 83 89
   57 84 74
   57 85 51
   57 86 22
   57 87 48
   57 88 28
   57 89 49
   57 90 3
   57 91 92
   57 92 37
   57 93 31
   57 94 15
   57 95 30
   57 96 24
   57 97 97
   57 98 86
   57 99 43
   57 100 86
   58 1 29
   58 2 84
   58 3 93
   58 4 41
   58 5 6
   58 6 69
   58 7 19
   58 8 4
   58 9 11
   58 10 65
   58 11 5
   58 12 47
   58 13 43
   58 14 21
   58 15 48
   58 16 12
   58 17 9
   58 18 94
   58 19 12
   58 20 62
   58 21 6
   58 22 5
   58 23 96
   58 24 40
   58 25 16
   58 26 52
   58 27 29
   58 28 79
   58 29 88
   58 30 99
   58 31 97
   58 32 2
   58 33 58
   58 34 78
   58 35 77
   58 36 77
   58 37 76
   58 38 70
   58 39 57
   58 40 11
   58 41 48
   58 42 37
   58 43 6
   58 44 15
   58 45 77
   58 46 28
   58 47 29
   58 48 66
   58 49 62
   58 50 59
   58 51 51
   58 52 80
   58 53 38
   58 54 30
   58 55 7
   58 56 69
   58 57 45
   58 58 75
   58 59 75
   58 60 11
   58 61 99
   58 62 43
   58 63 89
   58 64 5
   58 65 86
   58 66 6
   58 67 46
   58 68 37
   58 69 38
   58 70 9
   58 71 7
   58 72 75
   58 73 90
   58 74 71
   58 75 73
   58 76 85
   58 77 32
   58 78 27
   58 79 26
   58 80 56
   58 81 73
   58 82 8
   58 83 84
   58 84 34
   58 85 95
   58 86 13
   58 87 65
   58 88 98
   58 89 11
   58 90 67
   58 91 14
   58 92 21
   58 93 2
   58 94 70
   58 95 60
   58 96 26
   58 97 34
   58 98 53
   58 99 59
   58 100 28
   59 1 22
   59 2 80
   59 3 22
   59 4 23
   59 5 67
   59 6 55
   59 7 80
   59 8 11
   59 9 63
   59 10 90
   59 11 27
   59 12 100
   59 13 27
   59 14 48
   59 15 68
   59 16 72
   59 17 18
   59 18 96
   59 19 91
   59 20 7
   59 21 25
   59 22 62
   59 23 59
   59 24 37
   59 25 67
   59 26 72
   59 27 18
   59 28 66
   59 29 69
   59 30 23
   59 31 43
   59 32 2
   59 33 83
   59 34 66
   59 35 23
   59 36 69
   59 37 43
   59 38 58
   59 39 62
   59 40 33
   59 41 54
   59 42 99
   59 43 97
   59 44 87
   59 45 96
   59 46 28
   59 47 93
   59 48 21
   59 49 14
   59 50 60
   59 51 68
   59 52 40
   59 53 96
   59 54 26
   59 55 96
   59 56 19
   59 57 4
   59 58 3
   59 59 7
   59 60 12
   59 61 5
   59 62 20
   59 63 43
   59 64 20
   59 65 88
   59 66 66
   59 67 57
   59 68 2
   59 69 32
   59 70 59
   59 71 7
   59 72 20
   59 73 81
   59 74 19
   59 75 74
   59 76 66
   59 77 67
   59 78 29
   59 79 26
   59 80 55
   59 81 73
   59 82 54
   59 83 34
   59 84 67
   59 85 31
   59 86 73
   59 87 45
   59 88 24
   59 89 42
   59 90 63
   59 91 91
   59 92 78
   59 93 21
   59 94 87
   59 95 24
   59 96 60
   59 97 82
   59 98 56
   59 99 96
   59 100 99
   60 1 39
   60 2 18
   60 3 13
   60 4 85
   60 5 36
   60 6 23
   60 7 78
   60 8 25
   60 9 31
   60 10 55
   60 11 70
   60 12 87
   60 13 30
   60 14 79
   60 15 82
   60 16 75
   60 17 86
   60 18 2
   60 19 52
   60 20 11
   60 21 91
   60 22 99
   60 23 27
   60 24 85
   60 25 30
   60 26 4
   60 27 8
   60 28 67
   60 29 14
   60 30 72
   60 31 61
   60 32 58
   60 33 19
   60 34 18
   60 35 67
   60 36 53
   60 37 84
   60 38 20
   60 39 77
   60 40 30
   60 41 14
   60 42 60
   60 43 57
   60 44 71
   60 45 53
   60 46 5
   60 47 23
   60 48 31
   60 49 99
   60 50 95
   60 51 83
   60 52 8
   60 53 89
   60 54 77
   60 55 38
   60 56 60
   60 57 68
   60 58 34
   60 59 98
   60 60 36
   60 61 15
   60 62 52
   60 63 63
   60 64 62
   60 65 89
   60 66 74
   60 67 91
   60 68 78
   60 69 51
   60 70 25
   60 71 20
   60 72 38
   60 73 9
   60 74 53
   60 75 74
   60 76 48
   60 77 34
   60 78 52
   60 79 54
   60 80 68
   60 81 65
   60 82 83
   60 83 30
   60 84 45
   60 85 93
   60 86 97
   60 87 62
   60 88 9
   60 89 92
   60 90 100
   60 91 93
   60 92 88
   60 93 78
   60 94 65
   60 95 39
   60 96 62
   60 97 26
   60 98 51
   60 99 100
   60 100 41
   61 1 11
   61 2 75
   61 3 81
   61 4 24
   61 5 52
   61 6 17
   61 7 9
   61 8 48
   61 9 1
   61 10 53
   61 11 30
   61 12 72
   61 13 7
   61 14 68
   61 15 19
   61 16 73
   61 17 92
   61 18 8
   61 19 49
   61 20 32
   61 21 95
   61 22 27
   61 23 27
   61 24 21
   61 25 76
   61 26 88
   61 27 88
   61 28 53
   61 29 72
   61 30 17
   61 31 17
   61 32 68
   61 33 85
   61 34 92
   61 35 24
   61 36 95
   61 37 64
   61 38 47
   61 39 73
   61 40 66
   61 41 50
   61 42 74
   61 43 71
   61 44 46
   61 45 31
   61 46 21
   61 47 49
   61 48 83
   61 49 53
   61 50 7
   61 51 34
   61 52 96
   61 53 23
   61 54 76
   61 55 49
   61 56 60
   61 57 75
   61 58 26
   61 59 68
   61 60 4
   61 61 53
   61 62 2
   61 63 49
   61 64 43
   61 65 89
   61 66 1
   61 67 31
   61 68 21
   61 69 93
   61 70 90
   61 71 14
   61 72 64
   61 73 91
   61 74 94
   61 75 76
   61 76 73
   61 77 43
   61 78 14
   61 79 22
   61 80 89
   61 81 39
   61 82 51
   61 83 38
   61 84 97
   61 85 41
   61 86 22
   61 87 90
   61 88 16
   61 89 28
   61 90 54
   61 91 99
   61 92 36
   61 93 78
   61 94 33
   61 95 58
   61 96 3
   61 97 36
   61 98 1
   61 99 38
   61 100 54
   62 1 51
   62 2 20
   62 3 81
   62 4 36
   62 5 73
   62 6 98
   62 7 77
   62 8 35
   62 9 71
   62 10 64
   62 11 59
   62 12 25
   62 13 42
   62 14 96
   62 15 91
   62 16 28
   62 17 92
   62 18 86
   62 19 72
   62 20 80
   62 21 89
   62 22 23
   62 23 93
   62 24 39
   62 25 80
   62 26 16
   62 27 4
   62 28 73
   62 29 64
   62 30 70
   62 31 27
   62 32 96
   62 33 23
   62 34 94
   62 35 32
   62 36 72
   62 37 92
   62 38 31
   62 39 51
   62 40 41
   62 41 99
   62 42 25
   62 43 82
   62 44 34
   62 45 94
   62 46 81
   62 47 78
   62 48 94
   62 49 12
   62 50 58
   62 51 25
   62 52 58
   62 53 43
   62 54 84
   62 55 12
   62 56 9
   62 57 55
   62 58 80
   62 59 87
   62 60 98
   62 61 98
   62 62 9
   62 63 12
   62 64 66
   62 65 34
   62 66 46
   62 67 37
   62 68 10
   62 69 81
   62 70 35
   62 71 52
   62 72 87
   62 73 91
   62 74 56
   62 75 57
   62 76 98
   62 77 15
   62 78 95
   62 79 28
   62 80 80
   62 81 71
   62 82 41
   62 83 29
   62 84 68
   62 85 23
   62 86 82
   62 87 48
   62 88 78
   62 89 63
   62 90 95
   62 91 24
   62 92 38
   62 93 24
   62 94 9
   62 95 36
   62 96 33
   62 97 82
   62 98 92
   62 99 70
   62 100 74
   63 1 29
   63 2 50
   63 3 72
   63 4 64
   63 5 92
   63 6 16
   63 7 29
   63 8 32
   63 9 87
   63 10 69
   63 11 10
   63 12 8
   63 13 8
   63 14 9
   63 15 6
   63 16 80
   63 17 65
   63 18 16
   63 19 38
   63 20 13
   63 21 15
   63 22 16
   63 23 90
   63 24 34
   63 25 7
   63 26 95
   63 27 58
   63 28 56
   63 29 25
   63 30 83
   63 31 14
   63 32 77
   63 33 13
   63 34 9
   63 35 5
   63 36 95
   63 37 31
   63 38 58
   63 39 55
   63 40 52
   63 41 9
   63 42 48
   63 43 16
   63 44 33
   63 45 63
   63 46 66
   63 47 96
   63 48 75
   63 49 55
   63 50 61
   63 51 100
   63 52 93
   63 53 45
   63 54 68
   63 55 38
   63 56 1
   63 57 75
   63 58 8
   63 59 24
   63 60 35
   63 61 27
   63 62 58
   63 63 33
   63 64 31
   63 65 19
   63 66 59
   63 67 56
   63 68 59
   63 69 7
   63 70 30
   63 71 20
   63 72 78
   63 73 45
   63 74 54
   63 75 12
   63 76 2
   63 77 18
   63 78 96
   63 79 72
   63 80 30
   63 81 89
   63 82 58
   63 83 59
   63 84 35
   63 85 13
   63 86 3
   63 87 21
   63 88 82
   63 89 15
   63 90 61
   63 91 57
   63 92 15
   63 93 24
   63 94 55
   63 95 70
   63 96 6
   63 97 91
   63 98 84
   63 99 33
   63 100 22
   64 1 93
   64 2 67
   64 3 71
   64 4 24
   64 5 50
   64 6 53
   64 7 70
   64 8 41
   64 9 64
   64 10 45
   64 11 47
   64 12 33
   64 13 6
   64 14 19
   64 15 30
   64 16 15
   64 17 48
   64 18 56
   64 19 53
   64 20 73
   64 21 94
   64 22 5
   64 23 77
   64 24 17
   64 25 31
   64 26 75
   64 27 92
   64 28 38
   64 29 90
   64 30 25
   64 31 67
   64 32 19
   64 33 52
   64 34 43
   64 35 82
   64 36 54
   64 37 60
   64 38 49
   64 39 66
   64 40 76
   64 41 24
   64 42 59
   64 43 32
   64 44 84
   64 45 28
   64 46 34
   64 47 27
   64 48 57
   64 49 63
   64 50 60
   64 51 50
   64 52 23
   64 53 46
   64 54 36
   64 55 55
   64 56 95
   64 57 99
   64 58 4
   64 59 84
   64 60 92
   64 61 58
   64 62 46
   64 63 18
   64 64 51
   64 65 74
   64 66 45
   64 67 83
   64 68 98
   64 69 22
   64 70 97
   64 71 76
   64 72 24
   64 73 8
   64 74 79
   64 75 40
   64 76 2
   64 77 39
   64 78 46
   64 79 61
   64 80 2
   64 81 46
   64 82 36
   64 83 72
   64 84 90
   64 85 12
   64 86 26
   64 87 92
   64 88 51
   64 89 12
   64 90 48
   64 91 82
   64 92 98
   64 93 75
   64 94 75
   64 95 70
   64 96 47
   64 97 40
   64 98 20
   64 99 26
   64 100 90
   65 1 73
   65 2 18
   65 3 48
   65 4 70
   65 5 62
   65 6 93
   65 7 63
   65 8 85
   65 9 57
   65 10 37
   65 11 78
   65 12 93
   65 13 43
   65 14 24
   65 15 67
   65 16 1
   65 17 86
   65 18 13
   65 19 97
   65 20 32
   65 21 88
   65 22 7
   65 23 42
   65 24 41
   65 25 76
   65 26 8
   65 27 86
   65 28 27
   65 29 85
   65 30 44
   65 31 84
   65 32 26
   65 33 88
   65 34 67
   65 35 6
   65 36 76
   65 37 88
   65 38 46
   65 39 97
   65 40 49
   65 41 20
   65 42 1
   65 43 94
   65 44 83
   65 45 61
   65 46 15
   65 47 10
   65 48 90
   65 49 33
   65 50 30
   65 51 1
   65 52 66
   65 53 74
   65 54 93
   65 55 89
   65 56 86
   65 57 100
   65 58 40
   65 59 41
   65 60 36
   65 61 7
   65 62 57
   65 63 71
   65 64 56
   65 65 26
   65 66 30
   65 67 79
   65 68 6
   65 69 22
   65 70 97
   65 71 46
   65 72 95
   65 73 58
   65 74 7
   65 75 4
   65 76 61
   65 77 45
   65 78 20
   65 79 98
   65 80 54
   65 81 54
   65 82 63
   65 83 25
   65 84 86
   65 85 19
   65 86 39
   65 87 71
   65 88 54
   65 89 90
   65 90 58
   65 91 96
   65 92 73
   65 93 52
   65 94 85
   65 95 73
   65 96 43
   65 97 2
   65 98 10
   65 99 86
   65 100 39
   66 1 57
   66 2 26
   66 3 35
   66 4 49
   66 5 77
   66 6 58
   66 7 45
   66 8 43
   66 9 63
   66 10 83
   66 11 29
   66 12 41
   66 13 15
   66 14 53
   66 15 83
   66 16 1
   66 17 48
   66 18 85
   66 19 7
   66 20 30
   66 21 18
   66 22 13
   66 23 39
   66 24 30
   66 25 16
   66 26 29
   66 27 1
   66 28 28
   66 29 29
   66 30 61
   66 31 42
   66 32 59
   66 33 97
   66 34 20
   66 35 28
   66 36 23
   66 37 7
   66 38 52
   66 39 56
   66 40 6
   66 41 67
   66 42 14
   66 43 46
   66 44 95
   66 45 16
   66 46 62
   66 47 87
   66 48 99
   66 49 7
   66 50 28
   66 51 83
   66 52 44
   66 53 83
   66 54 93
   66 55 54
   66 56 41
   66 57 66
   66 58 94
   66 59 51
   66 60 33
   66 61 86
   66 62 91
   66 63 18
   66 64 78
   66 65 10
   66 66 4
   66 67 64
   66 68 71
   66 69 6
   66 70 46
   66 71 77
   66 72 44
   66 73 52
   66 74 24
   66 75 61
   66 76 2
   66 77 18
   66 78 54
   66 79 30
   66 80 96
   66 81 49
   66 82 44
   66 83 88
   66 84 10
   66 85 10
   66 86 79
   66 87 94
   66 88 43
   66 89 35
   66 90 37
   66 91 35
   66 92 53
   66 93 21
   66 94 81
   66 95 56
   66 96 58
   66 97 55
   66 98 6
   66 99 10
   66 100 47
   67 1 74
   67 2 8
   67 3 54
   67 4 85
   67 5 14
   67 6 32
   67 7 12
   67 8 53
   67 9 83
   67 10 16
   67 11 84
   67 12 100
   67 13 95
   67 14 82
   67 15 17
   67 16 17
   67 17 93
   67 18 32
   67 19 69
   67 20 1
   67 21 24
   67 22 25
   67 23 52
   67 24 44
   67 25 66
   67 26 40
   67 27 51
   67 28 68
   67 29 81
   67 30 63
   67 31 29
   67 32 25
   67 33 45
   67 34 85
   67 35 67
   67 36 21
   67 37 28
   67 38 30
   67 39 20
